"price","speed","hd","ram","screen","cd","multi","premium","ads","trend","hd2","speed2","pred","Error"
2045,33,250,4,15,2,2,2,298,8,62500,1089,2236.30671455778,-191.306714557782
2390,33,426,8,15,1,1,2,298,8,181476,1089,2487.88271722603,-97.882717226033
1995,33,340,8,14,1,1,2,298,8,115600,1089,2281.00076232081,-286.000762320814
1490,25,107,2,15,1,1,2,298,8,11449,625,1688.02485000765,-198.024850007648
3599,33,345,16,17,1,1,2,298,8,119025,1089,2993.10373464508,605.896265354922
2344,50,214,4,14,1,1,2,298,8,45796,2500,2142.15311109274,201.846888907263
2644,66,426,8,14,1,1,2,298,8,181476,4356,2728.87420550724,-84.8742055072421
2544,50,426,8,14,1,1,2,298,8,181476,2500,2583.41096678158,-39.4109667815806
1990,66,107,2,15,1,1,2,298,8,11449,4356,2155.02396241201,-165.023962412009
1695,25,214,8,14,1,1,2,298,8,45796,625,2007.82707297351,-312.827072973515
2195,33,214,8,14,2,2,2,298,8,45796,1089,2265.79753295756,-70.7975329575611
2190,50,214,4,15,1,1,2,298,8,45796,2500,2252.76394774495,-62.7639477449488
2994,33,540,16,14,2,1,2,298,8,291600,1089,2906.49227264577,87.5077273542283
1544,50,130,4,14,1,1,2,298,8,16900,2500,2025.92137444208,-481.921374442077
2890,33,540,16,15,1,1,2,298,8,291600,1089,2975.63898122997,-85.6389812299676
2995,66,424,16,15,2,1,2,298,8,179776,4356,3253.23518894457,-258.235188944569
2294,50,214,4,14,2,1,2,298,8,45796,2500,2183.61723916075,110.382760839246
1559,33,170,4,14,1,1,2,298,8,28900,1089,1876.23294277905,-317.232942779051
3789,66,527,8,15,1,1,1,298,8,277729,4356,3479.89095367335,309.109046326646
1895,33,107,4,14,2,2,2,298,8,11449,1089,1928.98939111922,-33.9893911192214
1919,50,170,4,14,2,2,2,298,8,28900,2500,2224.94570149992,-305.945701499918
2144,25,426,8,14,1,1,2,298,8,181476,625,2261.87509310288,-117.875093102881
2295,33,426,8,14,1,1,2,298,8,181476,1089,2377.27188057382,-82.2718805738209
2595,50,340,4,14,1,1,2,298,8,115600,2500,2299.9300129691,295.069987030903
2648,66,245,8,14,2,1,2,298,8,60025,4356,2556.95276060551,91.0472393944901
2590,66,426,8,15,1,1,2,298,8,181476,4356,2839.48504215945,-249.485042159453
1049,33,80,2,14,1,1,2,298,8,6400,1089,1652.79590548801,-603.795905488009
3495,66,500,16,14,1,1,2,298,8,250000,4356,3178.71695826762,316.283041732383
1667,33,107,8,14,1,1,2,298,8,11449,1089,1973.62555416559,-306.625554165592
1744,33,107,2,14,1,1,2,298,8,11449,1089,1692.81080082638,51.1891991736236
2244,33,426,8,14,1,1,2,298,8,181476,1089,2377.27188057382,-133.271880573821
2295,50,340,8,15,1,1,2,298,8,115600,2500,2597.75068518079,-302.750685180786
1490,25,107,2,14,1,1,2,298,8,11449,625,1577.41401335544,-87.4140133554363
2595,33,540,16,14,1,1,2,298,8,291600,1089,2865.02814457776,-270.028144577755
2144,66,107,2,14,1,1,2,298,8,11449,4356,2044.4131257598,99.5868742402031
4495,66,1100,16,14,1,1,2,298,8,1210000,4356,3536.99800025903,958.001999740967
2444,66,214,4,14,1,1,2,298,8,45796,4356,2287.6163498184,156.383650181602
2325,66,250,4,15,2,2,2,298,8,62500,4356,2587.9090394912,-262.909039491202
3895,66,1370,8,14,1,1,2,298,8,1876900,4356,3176.6975358252,718.302464174797
1975,33,250,8,14,1,1,2,298,8,62500,1089,2170.33204095194,-195.33204095194
1895,66,107,2,14,1,1,2,298,8,11449,4356,2044.4131257598,-149.413125759797
2299,66,245,8,14,1,1,2,298,8,60025,4356,2515.48863253749,-216.488632537494
2344,66,214,4,14,1,1,2,298,8,45796,4356,2287.6163498184,56.3836501816018
2999,66,320,8,15,2,2,2,298,8,102400,4356,2862.07130400423,136.928695995772
2170,33,340,8,14,2,1,2,298,8,115600,1089,2322.46489038883,-152.464890388831
2190,33,426,8,15,1,1,2,298,8,181476,1089,2487.88271722603,-297.882717226033
2834,66,426,8,15,1,1,2,298,8,181476,4356,2839.48504215945,-5.48504215945331
1944,25,214,4,14,1,1,2,298,8,45796,625,1820.61723741404,123.382762585963
1894,33,107,2,14,2,1,2,298,8,11449,1089,1734.27492889439,159.725071105607
2099,33,120,4,14,1,1,1,298,8,14400,1089,2344.5278915113,-245.527891511301
2225,66,340,8,15,1,1,2,298,8,115600,4356,2743.21392390645,-518.213923906446
2299,66,120,4,14,1,1,1,298,8,14400,4356,2696.13021644472,-397.130216444723
2095,25,214,8,14,2,2,2,298,8,45796,625,2150.40074548662,-55.400745486621
2644,25,540,16,14,1,1,2,298,8,291600,625,2749.63135710682,-105.631357106815
3594,33,452,8,14,2,1,2,298,8,204304,1089,2446.01757634152,1147.98242365848
2995,66,540,16,14,1,1,2,298,8,291600,4356,3216.63046951118,-221.630469511176
2244,33,214,4,14,1,1,2,298,8,45796,1089,1936.01402488498,307.985975115023
2990,50,540,16,15,1,1,2,298,8,291600,2500,3181.77806743773,-191.778067437728
1939,66,210,4,15,1,1,2,298,8,44100,4356,2392.8927434174,-453.8927434174
4694,66,1100,16,14,2,1,2,298,8,1210000,4356,3578.46212832705,1115.53787167295
2039,66,170,4,14,2,2,2,298,8,28900,4356,2370.40894022558,-331.408940225579
1495,33,107,2,14,1,1,2,298,8,11449,1089,1692.81080082638,-197.810800826376
3334,66,540,16,15,1,1,2,298,8,291600,4356,3327.24130616339,6.7586938366112
3794,66,452,8,14,2,1,2,298,8,204304,4356,2797.61990127494,996.380098725058
2999,66,345,16,15,1,1,2,298,8,119025,4356,3123.48438627407,-124.484386274075
2094,66,107,2,14,2,1,2,298,8,11449,4356,2085.87725382781,8.12274617218645
2694,25,540,16,14,2,1,2,298,8,291600,625,2791.09548517483,-97.0954851748315
1395,25,170,4,15,1,1,2,298,8,28900,625,1871.44699196032,-476.446991960323
1948,66,130,4,14,2,1,2,298,8,16900,4356,2212.84874123575,-264.848741235755
3694,50,452,8,14,2,1,2,298,8,204304,2500,2652.15666254928,1041.84333745072
1567,25,107,8,14,1,1,2,298,8,11449,625,1858.22876669465,-291.228766694652
2125,66,250,8,15,1,1,2,298,8,62500,4356,2632.54520253757,-507.545202537573
2745,66,250,8,17,1,1,2,298,8,62500,4356,2853.766875842,-108.766875841997
1944,33,107,2,14,1,1,2,298,8,11449,1089,1692.81080082638,251.189199173624
1499,33,130,4,14,1,1,2,298,8,16900,1089,1819.78228823432,-320.782288234317
2999,66,450,8,15,1,1,2,298,8,202500,4356,2864.69808796077,134.301912039227
1594,25,107,4,14,2,1,2,298,8,11449,625,1712.48305920319,-118.483059203191
1995,25,426,8,14,1,1,2,298,8,181476,625,2261.87509310288,-266.875093102881
2095,33,212,4,17,1,1,2,298,8,44944,1089,2265.18181833437,-170.181818334373
2815,50,340,8,17,1,1,2,298,8,115600,2500,2818.97235848521,-3.97235848520995
2495,66,426,8,14,1,1,2,298,8,181476,4356,2728.87420550724,-233.874205507242
3999,66,450,8,17,1,1,2,298,8,202500,4356,3085.9197612652,913.080238734804
2690,33,540,16,15,1,1,2,298,8,291600,1089,2975.63898122997,-285.638981229968
3144,50,540,16,14,1,1,2,298,8,291600,2500,3071.16723078552,72.8327692144844
1449,25,120,4,14,1,1,1,298,8,14400,625,2229.13110404036,-780.131104040361
1994,50,107,2,14,2,1,2,298,8,11449,2500,1940.41401510215,53.5859848978471
2495,25,540,16,14,1,1,2,298,8,291600,625,2749.63135710682,-254.631357106815
3670,66,500,16,14,2,1,2,298,8,250000,4356,3220.18108633563,449.818913664367
2794,50,340,4,14,2,1,2,298,8,115600,2500,2341.39414103711,452.605858962886
1729,66,170,4,14,1,1,2,298,8,28900,4356,2227.83526771247,-498.835267712473
2690,33,540,16,14,1,1,2,298,8,291600,1089,2865.02814457776,-175.028144577755
4095,66,500,16,17,1,1,2,298,8,250000,4356,3510.54946822425,584.450531775747
2590,25,540,16,15,1,1,2,298,8,291600,625,2860.24219375903,-270.242193759027
2244,25,426,8,14,1,1,2,298,8,181476,625,2261.87509310288,-17.8750931028808
1799,33,250,4,14,1,1,2,298,8,62500,1089,1983.12220539246,-184.122205392463
2595,33,340,8,17,1,1,2,298,8,115600,1089,2612.83327227745,-17.8332722774499
1599,66,130,4,14,1,1,2,298,8,16900,4356,2171.38461316774,-572.384613167738
2390,33,426,8,14,1,1,2,298,8,181476,1089,2377.27188057382,12.7281194261791
2675,66,340,8,17,1,1,2,298,8,115600,4356,2964.43559721087,-289.435597210871
2890,33,540,16,14,1,1,2,298,8,291600,1089,2865.02814457776,24.9718554222445
3090,66,540,16,15,1,1,2,298,8,291600,4356,3327.24130616339,-237.241306163389
1975,66,250,4,14,1,1,2,298,8,62500,4356,2334.72453032588,-359.724530325883
2944,33,540,16,14,1,1,2,298,8,291600,1089,2865.02814457776,78.9718554222445
1990,66,107,2,14,1,1,2,298,8,11449,4356,2044.4131257598,-54.4131257597969
1895,33,250,8,15,1,1,2,298,8,62500,1089,2280.94287760415,-385.942877604152
2145,66,250,4,14,2,1,2,298,8,62500,4356,2376.1886583939,-231.1886583939
2694,33,340,4,14,2,1,2,298,8,115600,1089,2135.25505482935,558.744945170647
1844,33,107,2,14,1,1,2,298,8,11449,1089,1692.81080082638,151.189199173624
2990,50,540,16,14,1,1,2,298,8,291600,2500,3071.16723078552,-81.1672307855156
2590,66,426,8,14,1,1,2,298,8,181476,4356,2728.87420550724,-138.874205507242
2015,66,210,4,14,2,1,2,298,8,44100,4356,2323.7460348332,-308.746034833205
1694,33,107,2,14,2,1,2,298,8,11449,1089,1734.27492889439,-40.274928894393
2395,33,212,8,17,1,1,2,298,8,44944,1089,2452.39165389385,-57.3916538938502
4395,50,1100,16,14,1,1,2,298,8,1210000,2500,3391.53476153337,1003.46523846663
3244,66,540,16,14,1,1,2,298,8,291600,4356,3216.63046951118,27.3695304888242
2945,66,250,8,15,1,1,2,298,8,62500,4356,2632.54520253757,312.454797462427
2199,66,340,4,14,1,1,2,298,8,115600,4356,2445.39325169476,-246.393251694757
1890,50,107,2,15,1,1,2,298,8,11449,2500,2009.56072368635,-119.560723686348
2294,33,426,8,14,2,1,2,298,8,181476,1089,2418.73600864184,-124.736008641838
1745,33,210,4,14,2,1,2,298,8,44100,1089,1972.14370989978,-227.143709899783
2395,33,340,8,17,1,1,2,298,8,115600,1089,2612.83327227745,-217.83327227745
2395,66,107,4,14,1,1,2,298,8,11449,4356,2138.01804353954,256.981956460465
1570,33,214,4,14,1,1,2,298,8,45796,1089,1936.01402488498,-366.014024884977
2699,33,345,16,15,1,1,2,298,8,119025,1089,2771.88206134065,-72.8820613406542
1895,33,212,8,15,1,1,2,298,8,44944,1089,2231.16998058943,-336.169980589426
1709,33,210,4,15,1,1,2,298,8,44100,1089,2041.29041848398,-332.290418483979
2194,33,214,4,14,2,1,2,298,8,45796,1089,1977.47815295299,216.521847047006
1395,25,107,4,14,1,1,2,298,8,11449,625,1671.01893113517,-276.018931135175
1639,66,130,4,14,1,1,2,298,8,16900,4356,2171.38461316774,-532.384613167738
2095,33,426,8,14,1,1,2,298,8,181476,1089,2377.27188057382,-282.271880573821
2195,33,107,4,14,1,1,2,298,8,11449,1089,1786.41571860611,408.584281393885
1790,25,214,4,14,1,1,2,298,8,45796,625,1820.61723741404,-30.6172374140372
3044,33,540,16,14,1,1,2,298,8,291600,1089,2865.02814457776,178.971855422245
2599,50,230,4,14,2,2,2,298,8,52900,2500,2305.86415426948,293.135845730516
1890,33,214,4,15,1,1,2,298,8,45796,1089,2046.62486153719,-156.624861537189
2490,50,426,8,15,1,1,2,298,8,181476,2500,2694.02180343379,-204.021803433793
1749,33,230,4,14,1,1,2,298,8,52900,1089,1957.15139554862,-208.151395548617
1499,33,170,4,14,1,1,2,298,8,28900,1089,1876.23294277905,-377.232942779051
3899,66,345,16,17,1,1,2,298,8,119025,4356,3344.7060595785,554.293940421501
2470,50,340,8,15,2,1,2,298,8,115600,2500,2639.2148132488,-169.214813248802
3948,33,345,16,17,2,1,2,298,8,119025,1089,3034.56786271309,913.432137286906
1499,25,170,4,14,1,1,2,298,8,28900,625,1760.83615530811,-261.836155308111
1894,25,214,8,14,2,1,2,298,8,45796,625,2049.29120104153,-155.291201041531
4248,66,345,16,17,2,1,2,298,8,119025,4356,3386.17018764651,861.829812353485
3048,33,345,16,15,2,1,2,298,8,119025,1089,2813.34618940867,234.65381059133
2044,33,214,4,14,1,1,2,298,8,45796,1089,1936.01402488498,107.985975115023
3595,66,500,16,15,1,1,2,298,8,250000,4356,3289.32779491983,305.672205080172
1644,25,107,2,14,1,1,2,298,8,11449,625,1577.41401335544,66.5859866445637
1865,33,250,4,14,2,1,2,298,8,62500,1089,2024.58633346048,-159.58633346048
1795,33,212,8,14,1,1,2,298,8,44944,1089,2120.55914393721,-325.559143937214
2095,33,340,8,15,1,1,2,298,8,115600,1089,2391.61159897303,-296.611598973026
2694,66,426,8,14,2,1,2,298,8,181476,4356,2770.33833357526,-76.3383335752583
1899,33,230,4,14,1,1,2,298,8,52900,1089,1957.15139554862,-58.1513955486173
2425,33,545,8,14,1,1,2,298,8,297025,1089,2495.20675502496,-70.2067550249631
2799,66,450,8,15,2,1,2,298,8,202500,4356,2906.16221602879,-107.162216028789
1795,33,214,8,14,1,1,2,298,8,45796,1089,2123.22386044445,-328.223860444455
2015,33,250,8,15,2,1,2,298,8,62500,1089,2322.40700567217,-307.407005672169
2895,50,540,16,14,1,1,2,298,8,291600,2500,3071.16723078552,-176.167230785516
1790,25,214,4,15,1,1,2,298,8,45796,625,1931.22807406625,-141.228074066249
1694,33,107,4,14,2,1,2,298,8,11449,1089,1827.87984667413,-133.879846674132
1728,25,120,4,14,1,1,2,298,8,14400,625,1689.95970970657,38.040290293435
3609,66,527,4,15,1,1,1,298,8,277729,4356,3292.68111811388,316.318881886124
2490,50,426,8,14,1,1,2,298,8,181476,2500,2583.41096678158,-93.4109667815806
2075,33,250,8,15,1,1,2,298,8,62500,1089,2280.94287760415,-205.942877604152
2290,66,214,4,15,1,1,2,298,8,45796,4356,2398.22718647061,-108.22718647061
2799,33,240,4,14,1,1,1,298,8,57600,1089,2509.37082028846,289.629179711538
2465,33,250,8,17,1,1,2,298,8,62500,1089,2502.16455090858,-37.1645509085761
1790,33,107,2,14,1,1,2,298,8,11449,1089,1692.81080082638,97.1891991736236
3348,66,345,16,15,2,1,2,298,8,119025,4356,3164.94851434209,183.051485657909
1399,33,130,4,14,1,1,2,298,8,16900,1089,1819.78228823432,-420.782288234317
1399,25,170,4,14,1,1,2,298,8,28900,625,1760.83615530811,-361.836155308111
2044,66,107,2,14,1,1,2,298,8,11449,4356,2044.4131257598,-0.413125759796912
3044,50,540,16,14,1,1,2,298,8,291600,2500,3071.16723078552,-27.1672307855156
1595,33,212,4,15,1,1,2,298,8,44944,1089,2043.96014502995,-448.960145029949
1395,25,107,2,14,1,1,2,298,8,11449,625,1577.41401335544,-182.414013355436
2348,33,245,8,14,2,1,2,298,8,60025,1089,2205.35043567209,142.64956432791
1845,33,250,8,15,1,1,2,298,8,62500,1089,2280.94287760415,-435.942877604152
2394,33,107,4,14,2,1,2,298,8,11449,1089,1827.87984667413,566.120153325868
1995,33,214,4,14,1,1,2,298,8,45796,1089,1936.01402488498,58.9859751150227
1945,33,340,8,15,1,1,2,298,8,115600,1089,2391.61159897303,-446.611598973026
1670,33,212,4,14,2,1,2,298,8,44944,1089,1974.81343644575,-304.813436445753
1470,25,170,4,14,2,1,2,298,8,28900,625,1802.30028337613,-332.300283376128
1970,33,212,8,14,2,1,2,298,8,44944,1089,2162.02327200523,-192.023272005231
3595,66,452,8,14,1,1,2,298,8,204304,4356,2756.15577320693,838.844226793074
2244,50,214,4,14,1,1,2,298,8,45796,2500,2142.15311109274,101.846888907263
1599,25,170,4,14,1,1,2,298,8,28900,625,1760.83615530811,-161.836155308111
3090,66,540,16,14,1,1,2,298,8,291600,4356,3216.63046951118,-126.630469511176
1749,33,170,4,14,1,1,2,298,8,28900,1089,1876.23294277905,-127.232942779051
2144,33,214,4,14,1,1,2,298,8,45796,1089,1936.01402488498,207.985975115023
1944,50,107,2,14,1,1,2,298,8,11449,2500,1898.94988703414,45.0501129658637
2359,33,340,8,17,1,1,2,298,8,115600,1089,2612.83327227745,-253.83327227745
1848,33,130,4,14,2,1,2,298,8,16900,1089,1861.24641630233,-13.2464163023335
2190,33,426,8,14,1,1,2,298,8,181476,1089,2377.27188057382,-187.271880573821
3194,66,540,16,14,2,1,2,298,8,291600,4356,3258.09459757919,-64.0945975791919
1695,33,107,2,14,1,1,2,298,8,11449,1089,1692.81080082638,2.18919917362359
2744,66,426,8,14,1,1,2,298,8,181476,4356,2728.87420550724,15.1257944927579
2990,50,528,16,14,1,1,2,246,9,278784,2500,2977.37587361189,12.6241263881129
1895,66,107,2,14,1,1,2,246,9,11449,4356,1961.78540033257,-66.7854003325742
2395,50,426,8,14,1,1,2,246,9,181476,2500,2500.78324135436,-105.783241354358
2294,33,426,8,14,2,1,2,246,9,181476,1089,2336.10828321461,-42.1082832146149
2199,66,340,4,14,1,1,2,246,9,115600,4356,2362.76552626753,-163.765526267534
1890,33,212,4,14,2,2,2,246,9,44944,1089,1993.29525546362,-103.295255463621
3499,66,527,4,14,1,1,1,246,9,277729,4356,3099.44255603444,399.557443965559
2399,33,340,8,15,1,1,2,246,9,115600,1089,2308.9838735458,90.0161264541966
3348,66,345,16,15,2,1,2,246,9,119025,4356,3082.32078891487,265.679211085132
2295,50,340,8,15,1,1,2,246,9,115600,2500,2515.12295975356,-220.122959753563
2099,33,120,4,14,1,1,1,246,9,14400,1089,2261.90016608408,-162.900166084079
1944,33,107,2,14,1,1,2,246,9,11449,1089,1610.18307539915,333.816924600846
2590,25,528,16,15,1,1,2,246,9,278784,625,2766.4508365854,-176.450836585398
1699,33,212,4,14,1,1,2,246,9,44944,1089,1850.72158295051,-151.721582950514
2644,25,528,16,14,1,1,2,246,9,278784,625,2655.83999993319,-11.8399999331868
1995,33,214,4,14,1,1,2,246,9,45796,1089,1853.38629945775,141.613700542245
3699,66,345,16,17,1,1,2,246,9,119025,4356,3262.07833415128,436.921665848723
2295,33,426,8,14,1,1,2,246,9,181476,1089,2294.6441551466,0.355844853401777
1579,25,120,4,14,1,1,1,246,9,14400,625,2146.50337861314,-567.503378613138
1795,33,214,4,14,1,1,2,246,9,45796,1089,1853.38629945775,-58.3862994577546
2795,33,528,16,14,1,1,2,246,9,278784,1089,2771.23678740413,23.763212595873
2090,33,214,4,15,1,1,2,246,9,45796,1089,1963.99713610997,126.002863890034
1490,25,107,2,14,1,1,2,246,9,11449,625,1494.78628792821,-4.78628792821337
2499,50,340,8,15,1,1,2,246,9,115600,2500,2515.12295975356,-16.122959753563
2599,66,340,8,15,2,1,2,246,9,115600,4356,2702.05032654724,-103.05032654724
1999,66,170,4,14,2,2,2,246,9,28900,4356,2287.78121479836,-288.781214798356
1579,50,170,4,14,1,1,2,246,9,28900,2500,1999.74430355959,-420.744303559588
2594,50,426,8,14,2,1,2,246,9,181476,2500,2542.24736942237,51.752630577626
1749,50,212,4,14,1,1,2,246,9,44944,2500,2056.86066915827,-307.860669158274
1499,33,170,4,14,1,1,2,246,9,28900,1089,1793.60521735183,-294.605217351829
1990,66,107,2,15,1,1,2,246,9,11449,4356,2072.39623698479,-82.3962369847864
1894,25,120,4,14,2,1,1,246,9,14400,625,2187.96750668115,-293.967506681155
1790,33,107,2,14,1,1,2,246,9,11449,1089,1610.18307539915,179.816924600846
3599,66,527,4,15,1,1,1,246,9,277729,4356,3210.05339268665,388.946607313347
2294,50,214,4,14,2,1,2,246,9,45796,2500,2100.98951373353,193.010486266469
1899,25,120,4,14,1,1,1,246,9,14400,625,2146.50337861314,-247.503378613138
1944,33,214,4,14,1,1,2,246,9,45796,1089,1853.38629945775,90.6137005422454
2590,66,426,8,14,1,1,2,246,9,181476,4356,2646.24648008002,-56.2464800800194
1929,66,210,4,15,1,1,2,246,9,44100,4356,2310.26501799018,-381.265017990177
2995,66,540,16,14,1,1,2,246,9,291600,4356,3134.00274408395,-139.002744083954
2544,50,426,8,14,1,1,2,246,9,181476,2500,2500.78324135436,43.2167586456421
1495,33,212,4,14,1,1,2,246,9,44944,1089,1850.72158295051,-355.721582950514
1974,25,120,4,14,2,1,1,246,9,14400,625,2187.96750668115,-213.967506681155
1809,50,210,4,15,1,1,2,246,9,44100,2500,2164.80177926452,-355.801779264516
1895,33,212,8,15,1,1,2,246,9,44944,1089,2148.5422551622,-253.542255162203
2244,33,426,8,14,1,1,2,246,9,181476,1089,2294.6441551466,-50.6441551465982
2890,33,528,16,14,1,1,2,246,9,278784,1089,2771.23678740413,118.763212595873
2690,33,528,16,14,1,1,2,246,9,278784,1089,2771.23678740413,-81.236787404127
2194,25,426,8,14,2,1,2,246,9,181476,625,2220.71149574367,-26.7114957436747
2395,33,212,8,17,1,1,2,246,9,44944,1089,2369.76392846663,25.2360715333725
1395,25,170,4,15,1,1,2,246,9,28900,625,1788.8192665331,-393.819266533101
2199,50,230,8,15,1,1,2,246,9,52900,2500,2378.48342854084,-179.483428540844
1779,33,120,4,14,1,1,1,246,9,14400,1089,2261.90016608408,-482.900166084079
2190,33,426,8,14,1,1,2,246,9,181476,1089,2294.6441551466,-104.644155146598
2095,33,212,4,17,1,1,2,246,9,44944,1089,2182.55409290715,-87.5540929071499
1490,25,107,2,15,1,1,2,246,9,11449,625,1605.39712458043,-115.397124580425
1859,33,120,4,14,1,1,1,246,9,14400,1089,2261.90016608408,-402.900166084079
1994,50,107,2,14,2,1,2,246,9,11449,2500,1857.78628967493,136.21371032507
1395,25,107,4,14,1,1,2,246,9,11449,625,1588.39120570795,-193.391205707952
3094,50,528,16,14,2,1,2,246,9,278784,2500,3018.8400016799,75.1599983200967
1695,33,107,2,14,1,1,2,246,9,11449,1089,1610.18307539915,84.8169246008463
1469,33,170,4,14,1,1,2,246,9,28900,1089,1793.60521735183,-324.605217351829
2144,33,214,4,14,1,1,2,246,9,45796,1089,1853.38629945775,290.613700542245
3789,66,527,8,15,1,1,1,246,9,277729,4356,3397.26322824613,391.736771753869
2044,50,107,2,14,1,1,2,246,9,11449,2500,1816.32216160691,227.677838393086
2798,66,340,8,15,2,1,2,246,9,115600,4356,2702.05032654724,95.9496734527602
2299,66,120,4,14,1,1,1,246,9,14400,4356,2613.5024910175,-314.5024910175
3094,66,245,4,14,2,1,1,246,9,60025,4356,2826.28659395261,267.713406047393
1944,25,214,4,14,1,1,2,246,9,45796,625,1737.98951198681,206.010488013186
1844,25,214,4,14,1,1,2,246,9,45796,625,1737.98951198681,106.010488013186
1999,66,245,8,14,1,1,2,246,9,60025,4356,2432.86090711027,-433.860907110271
1379,25,212,4,14,1,1,2,246,9,44944,625,1735.32479547957,-356.324795479574
1799,33,170,4,14,1,1,2,246,9,28900,1089,1793.60521735183,5.39478264817149
2190,33,212,8,14,2,2,2,246,9,44944,1089,2180.5050910231,9.49490897690202
1890,33,214,4,15,1,1,2,246,9,45796,1089,1963.99713610997,-73.9971361099663
2495,66,426,8,14,1,1,2,246,9,181476,4356,2646.24648008002,-151.246480080019
4095,66,500,16,17,1,1,2,246,9,250000,4356,3427.92174279703,667.07825720297
2490,50,426,8,15,1,1,2,246,9,181476,2500,2611.39407800657,-121.39407800657
1659,25,120,4,14,1,1,1,246,9,14400,625,2146.50337861314,-487.503378613138
1899,33,120,4,14,1,1,1,246,9,14400,1089,2261.90016608408,-362.900166084079
3899,66,345,16,17,1,1,2,246,9,119025,4356,3262.07833415128,636.921665848723
2344,33,426,8,14,1,1,2,246,9,181476,1089,2294.6441551466,49.3558448534018
2744,25,528,16,14,1,1,2,246,9,278784,625,2655.83999993319,88.1600000668132
2190,33,426,8,15,1,1,2,246,9,181476,1089,2405.25499179881,-215.25499179881
2248,33,245,8,14,2,1,2,246,9,60025,1089,2122.72271024487,125.277289755133
1594,25,107,2,14,2,1,2,246,9,11449,625,1536.25041599623,57.7495840037698
2744,33,528,16,14,1,1,2,246,9,278784,1089,2771.23678740413,-27.236787404127
2784,33,245,8,14,2,1,1,246,9,60025,1089,2661.89410457866,122.105895421337
1695,25,214,4,14,1,1,2,246,9,45796,625,1737.98951198681,-42.9895119868145
2090,25,426,8,14,1,1,2,246,9,181476,625,2179.24736767566,-89.2473676756581
2144,66,107,2,14,1,1,2,246,9,11449,4356,1961.78540033257,182.214599667426
2844,33,528,16,14,1,1,2,246,9,278784,1089,2771.23678740413,72.763212595873
1865,25,170,4,17,1,1,2,246,9,28900,625,2010.04093983752,-145.040939837524
2544,33,426,8,14,1,1,2,246,9,181476,1089,2294.6441551466,249.355844853402
1549,25,212,4,14,1,1,2,246,9,44944,625,1735.32479547957,-186.324795479574
2590,66,426,8,15,1,1,2,246,9,181476,4356,2756.85731673223,-166.857316732231
2290,66,214,4,15,1,1,2,246,9,45796,4356,2315.59946104339,-25.5994610433872
2994,33,528,16,14,2,1,2,246,9,278784,1089,2812.70091547214,181.299084527857
1790,25,214,4,14,1,1,2,246,9,45796,625,1737.98951198681,52.0104880131855
2444,66,214,4,14,1,1,2,246,9,45796,4356,2204.98862439118,239.011375608824
2144,25,426,8,14,1,1,2,246,9,181476,625,2179.24736767566,-35.2473676756581
1399,33,130,4,14,1,1,2,246,9,16900,1089,1737.15456280709,-338.154562807094
2090,25,426,8,15,1,1,2,246,9,181476,625,2289.85820432787,-199.85820432787
2099,33,120,4,14,1,1,1,246,9,14400,1089,2261.90016608408,-162.900166084079
3334,66,540,16,15,1,1,2,246,9,291600,4356,3244.61358073617,89.3864192638343
3849,66,450,16,15,1,1,2,246,9,202500,4356,3156.49003365251,692.509966347495
1449,25,120,4,14,1,1,1,246,9,14400,625,2146.50337861314,-697.503378613138
2469,33,245,8,14,1,1,1,246,9,60025,1089,2620.42997651065,-151.429976510647
1644,25,107,2,14,1,1,2,246,9,11449,625,1494.78628792821,149.213712071787
2095,33,426,8,14,1,1,2,246,9,181476,1089,2294.6441551466,-199.644155146598
2899,50,240,4,14,1,1,1,246,9,57600,2500,2632.882181069,266.117818931
1499,66,130,4,14,1,1,2,246,9,16900,4356,2088.75688774052,-589.756887740516
1644,33,107,2,14,1,1,2,246,9,11449,1089,1610.18307539915,33.8169246008463
1279,33,130,4,14,1,1,2,246,9,16900,1089,1737.15456280709,-458.154562807094
2390,33,426,8,15,1,1,2,246,9,181476,1089,2405.25499179881,-15.2549917988104
2044,33,214,4,14,1,1,2,246,9,45796,1089,1853.38629945775,190.613700542245
2694,25,528,16,14,2,1,2,246,9,278784,625,2697.3041280012,-3.30412800120303
2244,50,214,4,14,1,1,2,246,9,45796,2500,2059.52538566551,184.474614334486
1890,50,107,2,15,1,1,2,246,9,11449,2500,1926.93299825913,-36.9329982591253
2044,66,107,2,14,1,1,2,246,9,11449,4356,1961.78540033257,82.2145996674258
2699,66,340,8,15,1,1,2,246,9,115600,4356,2660.58619847922,38.4138015207764
1479,50,130,4,14,1,1,2,246,9,16900,2500,1943.29364901485,-464.293649014854
2579,33,340,4,14,1,1,1,246,9,115600,1089,2550.33459566791,28.6654043320896
2344,33,120,4,14,2,1,1,246,9,14400,1089,2303.36429415209,40.6357058479052
2344,50,214,4,14,1,1,2,246,9,45796,2500,2059.52538566551,284.474614334486
1990,66,107,2,14,1,1,2,246,9,11449,4356,1961.78540033257,28.2145996674258
2439,50,340,8,17,1,1,2,246,9,115600,2500,2736.34463305799,-297.344633057987
3194,66,424,16,15,2,2,2,246,9,179776,4356,3271.71700796244,-77.7170079624361
2329,33,340,8,17,1,1,2,246,9,115600,1089,2530.20554685023,-201.205546850227
1544,25,107,2,14,1,1,2,246,9,11449,625,1494.78628792821,49.2137120717866
